Nº inventário;Localização;Denominação;Incorporação em
1181664;21080042;MICRÔMETRO DIG. EXTERNO 50 A 75MM 0,01MM/STARRETT;23/03/2017
1181665;21080042;MICRÔMETRO DIG. EXTERNO 50 A 75MM 0,01MM/STARRETT;23/03/2017
1181666;21080042;MICRÔMETRO DIG. EXTERNO 50 A 75MM 0,01MM/STARRETT;23/03/2017
1181667;21080022;MICRÔMETRO DIG. EXT. 75-100MM - 0,01MM/STARRETT;23/03/2017
1181668;21080022;MICRÔMETRO DIG. EXT. 75-100MM - 0,01MM/STARRETT;23/03/2017
1181669;21080042;MICRÔMETRO DIG. EXT. 75-100MM - 0,01MM/STARRETT;23/03/2017
1181670;21080042;MICRÔMETRO DIG. EXT. 75-100MM - 0,01MM/STARRETT;23/03/2017
1181671;21080042;MICRÔMETRO DIG. EXT. 75-100MM - 0,01MM/STARRETT;23/03/2017
1181672;21080042;MICRÔMETRO DIG. EXT. 75-100MM - 0,01MM/STARRETT;23/03/2017
1181673;21080042;MICRÔMETRO DIG. EXT. 75-100MM - 0,01MM/STARRETT;23/03/2017
1181674;21080042;MICRÔMETRO DIG. EXT. 75-100MM - 0,01MM/STARRETT;23/03/2017
1181675;21080042;MICRÔMETRO DIG. EXT. 75-100MM - 0,01MM/STARRETT;23/03/2017
1181676;21080024;MICRÔMETRO DIG. EXT. 75-100MM - 0,01MM/STARRETT;23/03/2017
1181677;21080024;MICRÔMETRO DIG. EXT. 75-100MM - 0,01MM/STARRETT;23/03/2017
1181678;21080024;MICRÔMETRO DIG. EXT. 75-100MM - 0,01MM/STARRETT;23/03/2017
1181679;21080024;MICRÔMETRO DIG. EXT. 75-100MM - 0,01MM/STARRETT;23/03/2017
1181680;21080022;MICRÔMETRO DIGITAL EXTERNO - 0 A 25MM /STARRETT;23/03/2017
1181681;21080022;MICRÔMETRO DIGITAL EXTERNO - 0 A 25MM /STARRETT;23/03/2017
1181682;21080022;MICRÔMETRO DIGITAL EXTERNO - 0 A 25MM /STARRETT;23/03/2017
1181683;21080022;MICRÔMETRO DIGITAL EXTERNO - 0 A 25MM /STARRETT;23/03/2017
1181684;21080042;MICRÔMETRO DIGITAL EXTERNO - 0 A 25MM /STARRETT;23/03/2017
1181685;21080042;MICRÔMETRO DIGITAL EXTERNO - 0 A 25MM /STARRETT;23/03/2017
1182234;21080045;TERRÔMETRO DIGITAL - KYORITSU;29/03/2017
1182235;21080045;TERRÔMETRO DIGITAL - KYORITSU;29/03/2017
1182237;21080033;ESTAÇÃO DE RETRABALHO SMD - WELLER;31/03/2017
1182238;21080033;ESTAÇÃO DE RETRABALHO SMD - WELLER;31/03/2017
1182239;21080033;ESTAÇÃO DE RETRABALHO SMD - WELLER;31/03/2017
1182240;21080033;ESTAÇÃO DE RETRABALHO SMD - WELLER;31/03/2017
1182241;21080033;ESTAÇÃO DE RETRABALHO SMD - WELLER;31/03/2017
1182242;21080033;ESTAÇÃO DE RETRABALHO SMD - WELLER;31/03/2017
1182243;21080033;ESTAÇÃO DE RETRABALHO SMD - WELLER;31/03/2017
1182244;21080033;ESTAÇÃO DE RETRABALHO SMD - WELLER;31/03/2017
1182245;21080033;ESTAÇÃO DE DESSOLDAGEM E RETRABALHO - WELLER;31/03/2017
1182246;21080023;KIT PARA TRANSPORTE DE MÁQUINAS - BOVENAU;31/03/2017
1182524;21080023;YOKE C/PERNAS ARTICULÁVEIS / MAGNAFLUX;05/04/2017
1182556;21080043;CONJ. DIDÁTICO INVERSOR 1CV PROFIBUS DP/VIVACITY;12/04/2017
1182557;21080043;CONJ. DIDÁTICO INVERSOR 1CV PROFIBUS DP/VIVACITY;12/04/2017
1182558;21080043;CONJ. DIDÁTICO INVERSOR 1CV PROFIBUS DP/VIVACITY;12/04/2017
1182559;21080043;CONJ. DIDÁTICO INVERSOR 1CV PROFIBUS DP/VIVACITY;12/04/2017
1182560;21080042;BLOCO PADRÃO PROTETOR - ESPESSURA 2MM/ INSIZE;24/04/2017
1182605;21080042;MICRÔMETRO DIG. EXT. 0 A 25MM - 0,01MM/STARRETT;04/05/2017
1182757;21080023;TORQUÍMETRO TIPO ESTALO 20 A 200N.M/ TORK;02/05/2017
1182822;21080023;TORQUÍMETRO TIPO ESTALO 0A60NM/0A40LBFPÉ/TORK;02/05/2017
1182823;21080023;TORQUÍMETRO TIPO RELÓGIO 0 A 27KGF.M/TORK;02/05/2017
1182826;21080023;NÍVEL QUADRANGULAR DE PRECISÃO / DIGIMESS;22/05/2017
1182827;21080023;NÍVEL QUADRANGULAR DE PRECISÃO / DIGIMESS;22/05/2017
1182911;21080042;MICRÔMETRO INT. 50-300MM - 2 CONTATOS/INSIZE;09/06/2017
1182912;21080024;MICRÔMETRO EXTERNO - 125 A 150MM - 0,01M/INSIZE;09/06/2017
1182913;21080024;MICRÔMETRO EXTERNO - 125 A 150MM - 0,01M/INSIZE;09/06/2017
1182914;21080024;MICRÔMETRO EXTERNO - 125 A 150MM - 0,01M/INSIZE;09/06/2017
1182915;21080023;MICRÔMETRO C/HASTES INTERCAMB. 0-150MM/INSIZE;09/06/2017
1182916;21080024;MICRÔMETRO INT. 5-30MM - TP. PAQUÍMETRO/INSIZE;09/06/2017
1182917;21080024;MICRÔMETRO INT. 5-30MM - TP. PAQUÍMETRO/INSIZE;09/06/2017
1182918;21080042;MICRÔMETRO INT. 5-30MM - TP. PAQUÍMETRO/INSIZE;09/06/2017
1182919;21080042;MICRÔMETRO INT. 5-30MM - TP. PAQUÍMETRO/INSIZE;09/06/2017
1182920;21080042;MICRÔMETRO EXT. 0-25MM - C/RELÓGIO/INSIZE;09/06/2017
1182921;21080042;MICRÔMETRO EXT. 0-25MM - C/RELÓGIO/INSIZE;09/06/2017
1182922;21080042;MICRÔMETRO EXT. 50-75MM - PTA TP LÂMINA/INSIZE;09/06/2017
1182923;21080042;MICRÔMETRO EXT. 50-75MM - PTA TP LÂMINA/INSIZE;09/06/2017
1182924;21080042;MICRÔMETRO COM PONTAS TIPO DISCO 50-75MM/ INSIZE;09/06/2017
1182925;21080042;MICRÔMETRO COM PONTAS TIPO DISCO 50-75MM/ INSIZE;09/06/2017
1182926;21080042;MICRÔMETRO COM PONTAS TIPO DISCO 25-50MM/INSIZE;09/06/2017
1182927;21080042;MICRÔMETRO COM PONTAS TIPO DISCO 25-50MM/INSIZE;09/06/2017
1182928;21080042;MICRÔMETRO DE PROFUNDIDADE 0 A 100MM/INSIZE;09/06/2017
1182929;21080042;MICRÔMETRO DE PROFUNDIDADE 0 A 100MM/INSIZE;09/06/2017
1182930;21080042;MICRÔMETRO DE PROFUNDIDADE 0 A 100MM/INSIZE;09/06/2017
1182931;21080042;MICRÔMETRO DE PROFUNDIDADE 0 A 100MM/INSIZE;09/06/2017
1186408;21080042;MICRÔMETRO INT. 25-50MM - TP. PAQUÍMETRO/INSIZE;09/06/2017
1186409;21080042;MICRÔMETRO DE PROFUNDIDADE 0 A 300MM/ INSIZE;09/06/2017
1186410;21080042;MICRÔMETRO DE PROFUNDIDADE 0 A 300MM/ INSIZE;09/06/2017
1186411;21080042;MICRÔMETRO EXT. 0-25MM - PTA TP LÂMINA/ INSIZE;09/06/2017
1186412;21080042;MICRÔMETRO EXT. 0-25MM - PTA TP LÂMINA/ INSIZE;09/06/2017
1186413;21080042;MICRÔMETRO EXT. 25-50MM - PTA TP LÂMINA/INSIZE;09/06/2017
1186420;21080023;JOGO ABRAÇADEIRA P/ALINHAMENTO DE EIXOS/SOMA;20/06/2017
1186421;21080042;MESA DE MEDIÇÃO C/BATENTE QUADRADO/STARRETT;19/06/2017
1186538;21080042;MICRÔMETRO C/HASTES INTERCAMB. 0-150MM/ INSIZE;20/07/2017
1186539;21080042;MICRÔMETRO EXT. 125-150MM - 0,01MM/INSIZE;20/07/2017
1186540;21080024;MICRÔMETRO EXT. 125-150MM - 0,01MM/INSIZE;20/07/2017
1186541;21080042;MICRÔMETRO EXT. 0-25MM - C/RELÓGIO/ INSIZE;20/07/2017
1186543;21080042;MICRÔMETRO DE PROFUNDIDADE 0 A 300MM/INSIZE;20/07/2017
1186544;21080042;MICRÔMETRO DE PROFUNDIDADE 0 A 300MM/INSIZE;20/07/2017
1186545;21080042;MICRÔMETRO EXT. 25-50MM - PTA TP LÂMINA/INSIZE;20/07/2017
1193412;21080023;CHAVES SOQUETE C/30 PÇS/ACESSÓRIOS/ GEDORE;13/11/2017
1193413;21080023;CHAVES SOQUETE C/30 PÇS/ACESSÓRIOS/ GEDORE;13/11/2017
1193414;21080023;SACA POLIA C/3 GARRAS ARTICULADAS 200MM/ GEDORE;13/11/2017
1193415;21080023;SACA POLIA C/3 GARRAS ARTICULADAS 200MM/ GEDORE;13/11/2017
1193416;21080023;SACA POLIA C/3 GARRAS ARTICULADAS 200MM/ GEDORE;13/11/2017
1193417;21080023;SACA POLIA C/3 GARRAS ARTICULADAS 200MM/ GEDORE;13/11/2017
1193420;21080023;SACA POLIA C/2 GARRAS DESLIZANTES 250MM/ GEDORE;23/11/2017
1193421;21080023;SACA POLIA C/2 GARRAS DESLIZANTES 250MM/ GEDORE;23/11/2017
1193733;21080022;BASE MAGNÉTICA SIMPLES / INSIZE;13/11/2017
1193734;21080023;BASE MAGNÉTICA SIMPLES / INSIZE;13/11/2017
1193737;21080042;BASE MAGNÉTICA C/TRAVAMENTO HIDRÁULICO/MITUTOYO;07/11/2017
1193738;21080042;BASE MAGNÉTICA C/TRAVAMENTO HIDRÁULICO/MITUTOYO;07/11/2017
1193739;21080023;CHAVES COMBINADAS (FIXA/ESTRELA) 6A32MM/TRAMONTINA;13/11/2017
1193740;21080023;CHAVES COMBINADAS (FIXA/ESTRELA) 6A32MM/TRAMONTINA;13/11/2017
1193741;21080023;CHAVES COMBINADAS (FIXA/ESTRELA) 6A32MM/TRAMONTINA;13/11/2017
1193742;21080023;CHAVES COMBINADAS (FIXA/ESTRELA) 6A32MM/TRAMONTINA;13/11/2017
1193743;21080023;SACA POLIA C/3 GARRAS ARTICULADAS 200MM/GEDORE;13/11/2017
1193830;21080023;CHAVE COMBINADA(FIXA/ESTRELA)1/4A1 1/4P/TRAMONTINA;28/11/2017
1193831;21080023;CHAVE COMBINADA(FIXA/ESTRELA)1/4A1 1/4P/TRAMONTINA;28/11/2017
1193832;21080023;CHAVE COMBINADA(FIXA/ESTRELA)1/4A1 1/4P/TRAMONTINA;28/11/2017
1193833;21080023;CHAVE COMBINADA(FIXA/ESTRELA)1/4A1 1/4P/TRAMONTINA;28/11/2017
1193937;21080044;MEDIDOR DE SOLDA/ CARBOGRAFITE;27/11/2017
1193938;21080044;MEDIDOR DE SOLDA/ CARBOGRAFITE;27/11/2017
1193939;21080044;MEDIDOR DE SOLDA/ CARBOGRAFITE;27/11/2017
1193940;21080044;MEDIDOR DE SOLDA/ CARBOGRAFITE;27/11/2017
1193941;21080044;MEDIDOR DE SOLDA/ CARBOGRAFITE;27/11/2017
1193942;21080044;MEDIDOR DE SOLDA/ CARBOGRAFITE;27/11/2017
1193943;21080044;MEDIDOR DE SOLDA/ CARBOGRAFITE;27/11/2017
1193944;21080044;MEDIDOR DE SOLDA/ CARBOGRAFITE;27/11/2017
1194474;21080023;CONJ.  DE FERRAMENTAS P/ROLAMENTOS/ TMMK;06/12/2017
1198360;21080023;KIT DE CALÇOS ALINHAMENTO DE MÁQUINAS/SKF;18/01/2018
1202880;21080023;ESTROBOSCÓPIO INDUSTRIAL PORTÁTIL/SKF;19/03/2018
1205057;21080023;CONJ.  DE FERRAMENTAS P/ROLAMENTOS/ SKF;02/04/2018
1205058;21080023;CONJ.  DE FERRAMENTAS P/ROLAMENTOS/ SKF;02/04/2018
1010234;21080044;PLACA DE MARTELAGEM - DC 736/GENERALLI;13/12/2011
1010236;21080044;PLACA DE MARTELAGEM - DC 736/GENERALLI;13/12/2011
1022928;21080057;CARRINHO SUPORTE P/CILINDRO DE GÁS/CIG;10/02/2012
1049131;21080023;ESCALA DE AÇO INOXIDÁVEL 600MM /COSA;04/10/2012
1049132;21080042;ESCALA DE AÇO INOXIDÁVEL 600MM /COSA;04/10/2012
1175154;21080038;ESQUADRO COMBINADO 300MM / DIGIMESS;01/12/2016
1209430;21080042;RUGOSÍMETRO PORTÁTIL/ MAHR;02/08/2018
1209431;21080023;RUGOSÍMETRO PORTÁTIL/ MAHR;02/08/2018
1209501;21080033;ESTAÇÃO DE SOLDAGEM 180 A 450  GRAUS °C/WELLER;27/08/2018
1209502;21080033;ESTAÇÃO DE SOLDAGEM 180 A 450  GRAUS °C/WELLER;27/08/2018
1209503;21080033;ESTAÇÃO DE SOLDAGEM 180 A 450  GRAUS °C/WELLER;27/08/2018
1209504;21080033;ESTAÇÃO DE SOLDAGEM 180 A 450  GRAUS °C/WELLER;27/08/2018
1209505;21080033;ESTAÇÃO DE SOLDAGEM 180 A 450  GRAUS °C/WELLER;27/08/2018
1209506;21080033;ESTAÇÃO DE SOLDAGEM 180 A 450  GRAUS °C/WELLER;27/08/2018
1209507;21080033;ESTAÇÃO DE SOLDAGEM 180 A 450  GRAUS °C/WELLER;27/08/2018
1209508;21080033;ESTAÇÃO DE SOLDAGEM 180 A 450  GRAUS °C/WELLER;27/08/2018
1209762;21080023;TESOURA FACA ELÉTRICA 3,2 / MAKITA;12/09/2018
1209770;21080033;DETECTOR DE ALTA TENSÃO POR APROXIMAÇÃO/POLITERM;14/09/2018
1210360;21080013;TURBIDÍMETRO DIGITAL / DIGIMED;19/09/2018
1210361;21080013;TURBIDÍMETRO INDUSTRIAL / DIGIMED;19/09/2018
1211689;21080024;BASE MAGNÉTICA SIMPLES - INSIZE;09/10/2018
1211690;21080024;BASE MAGNÉTICA SIMPLES - INSIZE;09/10/2018
1211691;21080024;BASE MAGNÉTICA SIMPLES - INSIZE;09/10/2018
1211692;21080024;BASE MAGNÉTICA SIMPLES - INSIZE;09/10/2018
1211693;21080024;BASE MAGNÉTICA SIMPLES - INSIZE;09/10/2018
1211694;21080024;BASE MAGNÉTICA SIMPLES - INSIZE;09/10/2018
1211695;21080024;BASE MAGNÉTICA SIMPLES - INSIZE;09/10/2018
1211696;21080042;TRANSFERIDOR DE ÂNGULOS  UNIVERSAL - INSIZE;09/10/2018
1211697;21080042;TRANSFERIDOR DE ÂNGULOS  UNIVERSAL - INSIZE;09/10/2018
1211698;21080042;TRANSFERIDOR DE ÂNGULOS  UNIVERSAL - INSIZE;09/10/2018
1211699;21080042;TRANSFERIDOR DE ÂNGULOS  UNIVERSAL - INSIZE;09/10/2018
1211701;21080046;CONJ. ATERRAMENTO TEMPORÁRIO 36 KV - 5KA - PROTECK;04/10/2018
1211848;21080042;BLOCO EM V MAGNÉTICO C/SUPERFÍCIES - DIGIMESS;17/10/2018
1211849;21080024;BLOCO EM V MAGNÉTICO C/SUPERFÍCIES - DIGIMESS;17/10/2018
1211850;21080024;BLOCO EM V MAGNÉTICO C/SUPERFÍCIES - DIGIMESS;17/10/2018
1211851;21080024;BLOCO EM V MAGNÉTICO C/SUPERFÍCIES - DIGIMESS;17/10/2018
1211852;21080023;NÍVEL LINEAR DE PRECISÃO - DIGIMESS;17/10/2018
1211853;21080023;NÍVEL LINEAR DE PRECISÃO - DIGIMESS;17/10/2018
1211854;21080023;NÍVEL LINEAR DE PRECISÃO - DIGIMESS;17/10/2018
1211855;21080023;NÍVEL LINEAR DE PRECISÃO - DIGIMESS;17/10/2018
1211856;21080023;NÍVEL LINEAR DE PRECISÃO - DIGIMESS;17/10/2018
1211857;21080023;NÍVEL LINEAR DE PRECISÃO - DIGIMESS;17/10/2018
1211858;21080023;NÍVEL LINEAR DE PRECISÃO - DIGIMESS;17/10/2018
1211859;21080023;NÍVEL LINEAR DE PRECISÃO - DIGIMESS;17/10/2018
1211973;21080042;MICRÔMETRO C/HASTES INTERCAMB. 0-150MM - INSIZE;25/10/2018
1211974;21080042;MICRÔMETRO P/MED. DE SUP. CURVAS 0-25MM - INSIZE;25/10/2018
1211975;21080042;MICRÔMETRO P/MED. DE SUP. CURVAS 0-25MM - INSIZE;25/10/2018
1211976;21080042;MICRÔMETRO EXTER. 0-25MM - ARCO PROFUNDO - INSIZE;25/10/2018
1211977;21080042;MICRÔMETRO EXT. 0-1P - 0,0001P - INSIZE;25/10/2018
1211978;21080042;MICRÔMETRO EXT. 0-1P - 0,0001P - INSIZE;25/10/2018
1212266;21080042;ESQUADRO DE PRECISÃO COM BASE 200X130MM/ DIGIMESS;01/11/2018
1212267;21080024;ESQUADRO DE PRECISÃO 100X70MM C/FIO/ DIGIMESS;01/11/2018
1212268;21080024;ESQUADRO DE PRECISÃO 100X70MM C/FIO/ DIGIMESS;01/11/2018
1212269;21080024;ESQUADRO DE PRECISÃO 100X70MM C/FIO/ DIGIMESS;01/11/2018
1212270;21080024;ESQUADRO DE PRECISÃO 100X70MM C/FIO/ DIGIMESS;01/11/2018
1212271;21080024;ESQUADRO DE PRECISÃO 100X70MM C/FIO/ DIGIMESS;01/11/2018
1212272;21080024;ESQUADRO DE PRECISÃO 100X70MM C/FIO/ DIGIMESS;01/11/2018
1212273;21080023;ESQUADRO DE PRECISÃO 100X70MM C/FIO/ DIGIMESS;01/11/2018
1212274;21080023;ESQUADRO DE PRECISÃO 100X70MM C/FIO/ DIGIMESS;01/11/2018
1212275;21080023;ESQUADRO DE PRECISÃO 100X70MM C/FIO/ DIGIMESS;01/11/2018
1212276;21080023;ESQUADRO DE PRECISÃO 100X70MM C/FIO/ DIGIMESS;01/11/2018
1212277;21080023;ESQUADRO DE PRECISÃO 100X70MM C/FIO/ DIGIMESS;01/11/2018
1212278;21080023;ESQUADRO DE PRECISÃO 100X70MM C/FIO/ DIGIMESS;01/11/2018
1212279;21080042;ESQUADRO COMBINADO 300MM / DIGIMESS;01/11/2018
1212281;21080042;ESQUADRO COMBINADO 300MM / DIGIMESS;01/11/2018
1212282;21080042;ESQUADRO COMBINADO 300MM / DIGIMESS;01/11/2018
1212283;21080042;ESQUADRO COMBINADO 300MM / DIGIMESS;01/11/2018
1212284;21080042;ESQUADRO COMBINADO 300MM / DIGIMESS;01/11/2018
1212285;21080042;ESQUADRO DE PRECISÃO 150X100MM / DIGIMESS;01/11/2018
1212286;21080042;ESQUADRO DE PRECISÃO 150X100MM / DIGIMESS;01/11/2018
1212287;21080042;ESQUADRO DE PRECISÃO 150X100MM / DIGIMESS;01/11/2018
1212288;21080042;ESQUADRO DE PRECISÃO 150X100MM / DIGIMESS;01/11/2018
1212289;21080042;ESQUADRO DE PRECISÃO 150X100MM / DIGIMESS;01/11/2018
1212290;21080042;ESQUADRO DE PRECISÃO 150X100MM / DIGIMESS;01/11/2018
1212291;21080042;ESQUADRO DE PRECISÃO 150X100MM / DIGIMESS;01/11/2018
1212292;21080042;ESQUADRO DE PRECISÃO 150X100MM / DIGIMESS;01/11/2018
1212293;21080024;ESQUADRO DE PRECISÃO 150X100MM / DIGIMESS;01/11/2018
1212294;21080024;ESQUADRO DE PRECISÃO 150X100MM / DIGIMESS;01/11/2018
1212295;21080024;ESQUADRO DE PRECISÃO 150X100MM / DIGIMESS;01/11/2018
1212296;21080024;ESQUADRO DE PRECISÃO 150X100MM / DIGIMESS;01/11/2018
1212297;21080024;ESQUADRO DE PRECISÃO 150X100MM / DIGIMESS;01/11/2018
1212298;21080024;ESQUADRO DE PRECISÃO 150X100MM / DIGIMESS;01/11/2018
1212299;21080024;ESQUADRO DE PRECISÃO 150X100MM / DIGIMESS;01/11/2018
1212300;21080024;ESQUADRO DE PRECISÃO 150X100MM / DIGIMESS;01/11/2018
1212301;21080042;JOGO DE BLOCOS-PADRÃO CERÂMICA 112PCS/MITUTOYO;01/11/2018
1212302;21080042;PARALELOS ÓPTICOS P/INSPEÇÃO MICRÔMETROS/ MITUTOYO;01/11/2018
1212303;21080042;CALIBRADOR DE PAQUÍMETROS/ MITUTOYO;01/11/2018
1212304;21080024;BASE MAGNÉTICA ARTICULADA / MITUTOYO;01/11/2018
1212305;21080024;BASE MAGNÉTICA ARTICULADA / MITUTOYO;01/11/2018
1212306;21080024;BASE MAGNÉTICA ARTICULADA / MITUTOYO;01/11/2018
1212307;21080024;BASE MAGNÉTICA ARTICULADA / MITUTOYO;01/11/2018
1212308;21080024;BASE MAGNÉTICA ARTICULADA / MITUTOYO;01/11/2018
1212309;21080024;BASE MAGNÉTICA ARTICULADA / MITUTOYO;01/11/2018
1212310;21080042;RELÓGIO APALPADOR - 0,14MM - 0,001 / MITUTOYO;01/11/2018
1212311;21080042;RELÓGIO APALPADOR - 0,14MM - 0,001 / MITUTOYO;01/11/2018
1212312;21080042;RELÓGIO APALPADOR - 0,14MM - 0,001 / MITUTOYO;01/11/2018
1212313;21080042;RELÓGIO APALPADOR - 0,14MM - 0,001 / MITUTOYO;01/11/2018
1212314;21080042;RELÓGIO APALPADOR - 0,14MM - 0,001 / MITUTOYO;01/11/2018
1212315;21080042;RELÓGIO APALPADOR - 0,14MM - 0,001 / MITUTOYO;01/11/2018
1212316;21080042;RELÓGIO APALPADOR - 1,5MM - 0,01MM/ MITUTOYO;01/11/2018
1212317;21080042;RELÓGIO APALPADOR - 1,5MM - 0,01MM/ MITUTOYO;01/11/2018
1212318;21080042;RELÓGIO APALPADOR - 1,5MM - 0,01MM/ MITUTOYO;01/11/2018
1212319;21080042;RELÓGIO APALPADOR - 1,5MM - 0,01MM/ MITUTOYO;01/11/2018
1212324;21080042;JOGO P/MANUTENÇÃO DE BLOCOS PADRÃO/ MITUTOYO;01/11/2018
1212325;21080042;CALIBRADOR DE RELÓGIO COMPARADOR/ MITUTOYO;01/11/2018
1212534;21080057;TARRAXA P/TUBO C/CATRACA 1/2 A 2P / SAMA TOOLS;09/11/2018
1212535;21080046;TARRAXA P/TUBO C/CATRACA 1/2 A 2P / SAMA TOOLS;09/11/2018
1212536;21080046;TARRAXA P/TUBO C/CATRACA 1/2 A 2P / SAMA TOOLS;09/11/2018
1212537;21080046;TARRAXA P/TUBO C/CATRACA 1/2 A 2P / SAMA TOOLS;09/11/2018
1212538;21080023;TARRAXA P/TUBO C/CATRACA 1/2 A 2P / SAMA TOOLS;09/11/2018
1212539;21080046;ALICATE TERRÔMETRO DIGITAL / IDEAL;09/11/2018
1212540;21080046;ALICATE TERRÔMETRO DIGITAL / IDEAL;09/11/2018
1212541;21080024;MORSA DE PRECISÃO ABERTURA 140MM / BRASFIXO;19/11/2018
1212542;21080024;MORSA DE PRECISÃO ABERTURA 140MM / BRASFIXO;19/11/2018
1212543;21080024;MORSA DE PRECISÃO ABERTURA 140MM / BRASFIXO;19/11/2018
1212544;21080024;MORSA DE PRECISÃO ABERTURA 140MM / BRASFIXO;19/11/2018
1212545;21080024;MORSA DE PRECISÃO ABERTURA 140MM / BRASFIXO;19/11/2018
1212546;21080024;MORSA DE PRECISÃO ABERTURA 140MM / BRASFIXO;19/11/2018
1212574;21080023;KIT PARA TRANSPORTE DE MÁQUINAS/ BOVENAU;19/11/2018
1212679;21080046;TERMÔMETRO INFRAVERMELHO -30° A 650° C/ FLUKE;21/11/2018
1212680;21080046;TERMÔMETRO INFRAVERMELHO -30° A 650° C/ FLUKE;21/11/2018
1212681;21080033;MEDIDOR DE LCR PORTÁTIL /  AMPROBLE FLUKE;21/11/2018
1212683;21080046;MULTÍMETRO DIGITAL TRUE RMS / TEMP / FLUKE;21/11/2018
1212684;21080046;MULTÍMETRO DIGITAL TRUE RMS / TEMP / FLUKE;21/11/2018
1212685;21080046;MULTÍMETRO DIGITAL TRUE RMS / TEMP / FLUKE;21/11/2018
1212686;21080046;MULTÍMETRO DIGITAL TRUE RMS / TEMP / FLUKE;21/11/2018
1212687;21080046;MULTÍMETRO DIGITAL TRUE RMS / TEMP / FLUKE;21/11/2018
1212688;21080046;MULTÍMETRO DIGITAL TRUE RMS / TEMP / FLUKE;21/11/2018
1212689;21080046;MULTÍMETRO DIGITAL TRUE RMS / TEMP / FLUKE;21/11/2018
1212690;21080046;MULTÍMETRO DIGITAL TRUE RMS / TEMP / FLUKE;21/11/2018
1212691;21080046;MULTÍMETRO DIGITAL TRUE RMS / TEMP / FLUKE;21/11/2018
1212692;21080046;MULTÍMETRO DIGITAL TRUE RMS / TEMP / FLUKE;21/11/2018
1212693;21080033;MULTÍMETRO DIGITAL TRUE RMS / TEMP / FLUKE;21/11/2018
1212694;21080033;MULTÍMETRO DIGITAL TRUE RMS / TEMP / FLUKE;21/11/2018
1212695;21080033;MULTÍMETRO DIGITAL TRUE RMS / TEMP / FLUKE;21/11/2018
1212696;21080033;MULTÍMETRO DIGITAL TRUE RMS / TEMP / FLUKE;21/11/2018
1212697;21080033;MULTÍMETRO DIGITAL TRUE RMS / TEMP / FLUKE;21/11/2018
1212698;21080033;MULTÍMETRO DIGITAL TRUE RMS / TEMP / FLUKE;21/11/2018
1212699;21080033;MULTÍMETRO DIGITAL TRUE RMS / TEMP / FLUKE;21/11/2018
1212700;21080033;MULTÍMETRO DIGITAL TRUE RMS / TEMP / FLUKE;21/11/2018
1212701;21080033;MULTÍMETRO DIGITAL TRUE RMS / TEMP / FLUKE;21/11/2018
1212702;21080033;MULTÍMETRO DIGITAL TRUE RMS / TEMP / FLUKE;21/11/2018
1212824;21080042;BASE MAGNÉTICA HIDRÁULICA / MITUTOYO;14/12/2018
1212825;21080042;BASE MAGNÉTICA HIDRÁULICA / MITUTOYO;14/12/2018
1212826;21080042;BASE MAGNÉTICA HIDRÁULICA / MITUTOYO;14/12/2018
1212852;21080042;BASE MAGNÉTICA HIDRÁULICA / MITUTOYO;14/12/2018
1212866;21080042;JOGO DE BLOCO PADRÃO 112 PÇS / STARRETT;17/12/2018
1212869;21080042;MICRÔMETRO DE PROFUNDIDADE 0-150MM/MITUTOYO;14/12/2018
1212870;21080042;MICRÔMETRO DE PROFUNDIDADE 0-150MM/MITUTOYO;14/12/2018
1212894;21080042;PAQUÍMETRO DIGITAL / STARRETT;14/12/2018
1212927;21080042;RELÓGIO COMPARADOR 10MM - 0,01MM / STARRETT;14/12/2018
1212928;21080042;RELÓGIO COMPARADOR 10MM - 0,01MM / STARRETT;14/12/2018
1212929;21080042;RELÓGIO COMPARADOR 10MM - 0,01MM / STARRETT;14/12/2018
1212930;21080042;RELÓGIO COMPARADOR 10MM - 0,01MM / STARRETT;14/12/2018
1212931;21080042;RELÓGIO COMPARADOR 10MM - 0,01MM / STARRETT;14/12/2018
1212932;21080042;RELÓGIO COMPARADOR 10MM - 0,01MM / STARRETT;14/12/2018
1213039;21080022;BASE MAGNÉTICA HIDRÁULICA GRANDE/ MITUTOYO;18/12/2018
1213040;21080022;BASE MAGNÉTICA HIDRÁULICA GRANDE/ MITUTOYO;18/12/2018
1213041;21080022;BASE MAGNÉTICA HIDRÁULICA GRANDE/ MITUTOYO;18/12/2018
1213042;21080042;BASE MAGNÉTICA HIDRÁULICA GRANDE/ MITUTOYO;18/12/2018
1213045;21080042;MICRÔMETRO EXTERNO DIGITAL 0 - 25MM / STARRETT;17/12/2018
1213046;21080042;MICRÔMETRO EXTERNO DIGITAL 0 - 25MM / STARRETT;17/12/2018
1213047;21080042;MICRÔMETRO EXTERNO DIGITAL 25 - 50MM / STARRETT;18/12/2018
1213048;21080042;MICRÔMETRO EXTERNO DIGITAL 25 - 50MM / STARRETT;18/12/2018
1213049;21080042;MICRÔMETRO EXTERNO DIGITAL 0 - 25MM / MITUTOYO;18/12/2018
1213050;21080042;MICRÔMETRO EXTERNO DIGITAL 0 - 25MM / MITUTOYO;18/12/2018
1213051;21080042;MICRÔMETRO EXTERNO DIGITAL 0 - 25MM / MITUTOYO;18/12/2018
1213052;21080042;MICRÔMETRO EXTERNO DIGITAL 25 - 50MM / MITUTOYO;18/12/2018
